sample	amp_chr_1p_NOTCH2	amp_chr_1q_CKS1B	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC	amp_chr_8q_MYC_enhancer	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q_CCND1	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q	del_chr_3p	del_chr_3q	del_chr_4p	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q_NFKB2	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q_RB1	del_chr_14q_MAX	del_chr_14q_TRAF3	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p_TP53	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q
MMRF_2213_1_BM_CD138pos_pair	0.018	0.75	0	0	0.832	0.777	0.787	0.789	0.836	0.839	1	0.75	0.761	0.77	0	0	0	0.757	0.721	0	0.87	0	0	0	0	0	0	0.783	0	0	0	0	0.818	0.818	0.784	0.784	0	0	0	0.035	0	0	0	0	0.097	0.103	0	0	0	0	0	0	0	0	0	0	0.064	0.064	0	0	0.101	0	0.111	0.035	0.039	0.039	0.91	0.838	0.822	0	0.048	0.028	0	0.144	0	0	0	0	0.012	0.012	0.104	0
MMRF_2214_1_BM_CD138pos_pair	0	0	0	0.002	1	1	0.035	0	1	1	0.011	0	0.015	0.003	0	0.561	1	1	1	0.005	0.005	1	1	0	0	0	0	1	0	0	0.012	0	0	0	1	1	1	0.27	0.006	0.01	0	0	0.004	0	0.004	0	0	0	0	0.006	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.004	0	0	0.008	0.008	0	0.015	0.02	0	0.095	0.004	0.004	0	0	0	0	0	0
MMRF_2216_1_BM_CD138pos_pair	0	0	0.007	0.005	0.009	0.009	0.001	0	1	1	0	0	0.01	0.015	0.008	0.003	0.003	1	1	0.004	0.002	1	0.995	0.007	0	1	0.01	1	0.833	0	0	0.005	0.005	0	1	1	0.001	0	0.005	0	0.005	0.005	0.005	0	0	0	0	0	0	0.998	0	0	0.069	0.069	0	0	0	0	0	0	0	0.001	0	0	0	1	0	0.001	0.001	0	0	0.013	0.016	0	0	0.997	0	0	0	0.011	0	0.023
MMRF_2220_1_BM_CD138pos_pair	0.002	0.034	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0.003	1	1	0.142	0.015	1	0.051	1	0.037	0.037	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MMRF_2222_1_BM_CD138pos_pair	0	0	0.025	0.025	1	1	0.015	0.028	0.033	0.025	0.948	0.43	0.024	0	0	0	0	0.071	1	0.014	0.014	1	1	0.02	0.02	0.003	0	1	0	0.005	1	1	0	0	1	1	0.001	0.001	1	0	0.085	0.085	0.085	1	0	0	0	0	0	0	0	0	0	0	0	0.016	0.01	0.01	0	0	0	0	0	0	0	0	0.001	0.055	0.055	0	0.007	0	0.007	0	0.052	0.035	0	0	0	0	0	0.021
MMRF_2223_1_BM_CD138pos_pair	0	0	0.007	0.009	0.007	0.007	0.015	0.015	0.009	0.009	0.001	0	0.01	0.01	0	0.001	0.001	0.006	0.006	0.002	0.002	0.007	0.982	0.016	0.008	0.007	0	0.004	0	0	0.002	0.002	0.007	0.007	0.003	0.003	0.003	0.003	0.008	0	0.002	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0.988	0	0	0.004	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.022	0.017	0.004	0	0	0	0	0	0	0	0	0.007
MMRF_2224_1_BM_CD138pos_pair	0.001	0.002	0.005	0.004	0	0.005	0.002	0.002	0.008	0.005	0.007	0.007	0.006	0.006	0.001	0	0	0.001	0.004	0.003	0.001	0.004	0.003	0.002	0.002	0	0	1	0.023	0.023	0.002	0.002	0.002	0.002	1	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.024	1	1	0	0	0	0	0	0	0	0	1	0.003	0.003	0	0.011
MMRF_2225_1_BM_CD138pos_pair	0.004	0.047	0.025	0.012	0.003	0.003	0	0.028	0.012	0.006	0.024	0.024	0.011	0.011	0.014	0.007	0.007	0	0	0	0	0	0	0.027	0.027	0	0	0	0	0	0	0	1	1	0.06	0.001	0	0	0	0	0	1	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0.033	0.01	0.014	0.016	0.022	0.023	0	0	1	0	0	0.034	0.042	0.043	0.004	0.006	0	0	0	0	0.012	0.012	0.016	1
MMRF_2226_1_BM_CD138pos_pair	0.006	1	0.012	0	1	1	0	0	1	1	0.014	0.014	1	1	0	0	0	1	1	0	0	0	0.023	0.017	0.017	0	0	1	0	0	0.929	1	0	0	1	0.975	0.005	0.005	0	0	0	0	0	0	0	0.004	0	0	0.021	0.021	0	0	0	0	0	0	0.012	0.012	0	0	0.019	0.021	0.017	0	0	0	1	0	0	0	0.033	1	0	0	0.025	0.03	0	0	0	0	0.012	0.037
MMRF_2229_1_BM_CD138pos_pair	0	0.021	0.029	0	1	1	0	0	0	0	1	0.375	0.01	0.01	0	0	0	0.01	0	0	0	0.032	0.042	0	0	0	0	1	0	0	0.537	0.192	0	0	1	1	0	0	0	0	0	0	0.621	0.015	0	0.004	0	0	0.085	0.176	0.004	0.004	0	0	0	0	0.063	0.063	0	0.011	0.01	0	0	0	0.003	0.003	1	0	0	0	0.02	0.027	0.004	0	0.015	0.015	0	0	0.051	0.051	0.445	0.575
MMRF_2230_1_BM_CD138pos_pair	0	0	0.005	0.007	0.003	0.008	0.011	0.011	0.008	0.008	0.01	0.01	0.01	0.01	0	0	0	0.011	0.006	0.005	0.005	0.005	0	0	0.007	0	0	0.032	0.004	0.004	0.004	0.004	0.004	0.004	0.024	0.026	0.003	0.003	0.011	0.01	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0.45	0	0.991	0.371	0	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0
MMRF_2231_1_BM_CD138pos_pair	0	1	0.003	0.002	1	1	0	0.012	0.002	0	0.005	0.005	0	0	1	1	1	0.02	0.021	0.007	0.005	0.033	0.023	0.004	0.001	0	0	0.03	0.022	0	0.02	0.02	0	0	0.042	0.042	0.01	0.01	0.047	0.025	0	0	0	0	0	0	0	0	0.005	0	0	0.002	0	0	0.993	0	0	0	0	0	0	0.004	0	0	0	0	1	0.002	0.002	0	0	1	0	0	0.002	0.002	0	0	0	0	0	0
MMRF_2232_1_BM_CD138pos_pair	0	1	0	0.007	0	0	0.009	0	1	1	0.661	0.002	0.693	0.689	0	0.035	0.035	1	1	0	0	0	0	0	0	0	0	1	0.006	0	0.041	0	0	0	1	1	0.046	0	0.017	0.311	0.005	0.005	0.005	0	0.001	0	0.011	0.012	0	0.012	0	0	0	0	0	0	0.562	0	0	0	0.011	0.007	0.016	0.007	0.004	0.004	0.012	0	0	0	0	0.005	0.004	0.001	0.012	0.012	0	0	0	1	0	0
MMRF_2236_1_BM_CD138pos_pair	0	0.084	0	0	0.155	1	0	0	1	1	1	1	1	1	0.005	0.026	1	1	1	0	0	0.027	0.048	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0.013	0.013	0.013	0.212	0.028	0.02	0	0	0.028	0.028	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.021	0.021	0.011	0	0	0	0.02	0	0	0	0.021	0.021	0	0	0.017	0.017	0.024	0.058
MMRF_2237_1_BM_CD138pos_pair	0	0.011	0.01	0.01	1	1	0.012	0.012	1	1	0.02	0.018	1	1	0	0.004	1	1	1	0.014	0.004	1	1	0.01	0.008	0.014	0.001	1	0	0	1	1	0.009	0.009	1	1	0	0	0	0	0.008	0.008	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.047	0	0	0	0	0	0	0.007	0.007	0.007	0.067
MMRF_2238_1_BM_CD138pos_pair	1	1	0	0.002	0.008	0.01	0.013	0.013	0.009	0.007	0.005	0.005	0.006	0.001	0	0.002	0.002	1	1	0	0	0.255	0	0	0.003	0	0	1	0	0	0	0	0	0.003	1	0.416	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.007	0.007	0	0.009	0	0	1	0.052	0.052	0	0.035	0.037	1	0.015	1	0	0	0	0.008	0.018	0	0.057
MMRF_2240_1_BM_CD138pos_pair	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0.029	0	0	0	0	0	0	0	0.005	0	0.012	0.517	0.01	0.002	0.01	0.01	0.005	0.008	0.063	0.063	0.004	0.007	0.007	0.005	0.03	0	0.009	0.004	0.008	0.003	0.006	0.01	0.017	0	0	0.002	0.003	0.022	0	0	0.005	0.005	0	0.003	0.002	0.002	0.003	0.012
MMRF_2244_1_BM_CD138pos_pair	0	0.055	0	0	0.127	0.127	0.505	0.505	0	0	0.725	0.725	0	0	0	0	0	0.029	0.03	0	0	0.001	0	0.002	0.002	0	0	1	0.014	0.008	0	0	0	0	0.038	0.038	0.468	0.519	0.001	0.011	0.074	0.074	0.074	0	0.002	0.005	0	0	0	0	0.016	0.017	0	0	0.067	0.067	1	0.021	0	0	0.005	0.005	0	0	0	0	1	0.403	0	0	0	0	0.042	0.004	0.515	0.026	0	0	0	0	0	0
MMRF_2245_1_BM_CD138pos_pair	0.006	1	0.008	0.009	1	1	0.012	0.015	1	1	1	1	1	1	0	0.019	0.019	1	1	0	0	0	0	0.009	0.009	0	0	1	0	0	0	0	1	1	1	1	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.009	0.004	0	0	1	0	0	0	0.015	0.011	0.009	0.014	0	0	0	0	0.015	0.015	0	0.03
MMRF_2246_1_BM_CD138pos_pair	0	1	0.018	0.017	1	1	0.009	0.005	1	1	1	0.019	0.018	0.018	0.08	1	1	1	1	0.02	0.016	1	1	0.022	0.014	0.01	0.016	1	0.012	0.009	0.032	0.032	0	0	1	1	0.02	0.021	1	0.029	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.008	0.002	0.002	0	0	0.002	0	0	1	1	0	0	0	0	0	0
MMRF_2250_1_BM_CD138pos_pair	0.007	0.007	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.025	0	0	0	0	0	0	1	0.008	0	0	0	0	0.364	0.988	0	1	0.009	0.659	0.012	0.004	0.006	0	0.009	0.009	0.014	0.04	0.001	0.002	0.012	0.414	0.041	0.055	0.014	0	0.008	0	0.998	0.003	0.987	0.692	0.401	0	0.009	0	0	0.04	0.017	0.017	0	0	0.013	0.013	0.009	0.989
MMRF_2251_1_BM_CD138pos_pair	0	0	0	0	0.029	0.029	0	0	0	0	0	0.836	0.03	0.027	0.713	0.833	0.833	0.021	0.037	0	0	0	1	0	0	0	0.32	0.017	0	0	0	0.046	0	0	0.971	0.031	0	0.001	0.727	0	0.01	0.01	0.01	0.019	0.026	0.043	0	0	0.053	0.053	0.076	0.034	0.009	0	0	0	0	0	0	0	0.033	0.025	0.004	0	0.028	0.028	0.052	0	0	0	0.007	0.036	0.89	0	0.008	0.008	0	0	0.026	0	0	0
MMRF_2253_1_BM_CD138pos_pair	0	1	0	0	0.005	0.005	0.002	0.002	0.001	0	0.002	0.005	0.005	0.005	0	0.43	0.43	0.959	0.951	0	0	0	0	0	0	0	0	0.975	0	0	0	0	0	0	0.004	0.004	0	0	0	0	0.003	0.017	0.017	0	0.001	0	0	0	0	0	0	0.002	0	0	0	0	0.41	0	0	0	0.008	0.006	0.007	0.004	0.002	0.002	0.982	0.133	0.133	0	0.007	0.004	0.003	0.006	0.006	0.006	0	0	0.005	0.005	0.001	0.011
MMRF_2257_1_BM_CD138pos_pair	0.005	0.01	0.025	0.02	0.024	0.024	0.516	0.517	0.505	0.538	0.021	0	0.527	0.527	0.02	0	0	1	1	0.018	0.018	0.524	0.5	0.024	0.024	0.003	0.022	0.023	0.011	0.011	0.033	0.043	0.002	0.002	0.522	0.522	0.007	0.028	0.005	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484	0	0	0	0	0	0	0	0.006	0	0	0	0	0.021	0.001	0.001	0	0	0.012	0	0	0	0	0	0	0	0	0	0
MMRF_2258_1_BM_CD138pos_pair	0	0	0	0	1	0.723	0	0	1	1	0	0	0	0	0	0	0	0.04	0.86	0	0	1	1	0	0	0	0	1	1	0.977	0	0	0	0	1	1	0.005	0.005	0	0	0	0	0	0.015	0.017	0.013	0	0	0.024	0.024	0	0	0.015	0.016	0.015	0.849	0.051	0.051	0	0	0.006	0	0	0	0.009	0.009	0.004	0	0	0	0	0	0	0.014	0.001	0.001	0	0	0	0	0.011	0.025
MMRF_2265_1_BM_CD138pos_pair	0	0.469	0.014	0.006	0.026	0.027	0.003	0.003	0.014	0.014	0.018	0.018	0.234	0.234	0.008	0	0	1	0.514	0.002	0.002	0.001	0	0.01	0.01	0	0	1	0.004	0.004	0	0.003	0.067	0.067	0.992	0.992	0.013	0	0.018	0	0.093	0.093	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0.007	0	0	0.694	1	1	0	0	0.004	0.012	0	0	0	0	0	0	0.633	0	0.018
MMRF_2266_1_BM_CD138pos_pair	0	0.023	0	0.002	0.967	0.847	0.055	0.744	1	1	1	0	0.991	1	0	0	0	0.962	1	0	0.337	0.008	0.007	0.001	0.001	0	0	1	0.005	0.004	0.003	0.003	0.006	0.685	1	0.885	0	0	0	0.001	0.563	0.952	0.036	0	0	0	0	0	0	0	0	0	0	0.33	0	0	1	0.003	0	0	0.003	0.005	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0.031	0.031	0.003	0
MMRF_2267_1_BM_CD138pos_pair	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	1	1	0	0	0.002	0.008	0	0	0	0.009	0.933	0	0	0	0	0	0	1	0	0	0	0	0	0.001	0.001	0.001	0.003	0.005	0.005	0.004	0.003	0.006	0.004	0.005	0.003	0.001	0.001	0.006	0.006	0.01	0.004	0	0	0.007	0.002	0	0	0.007	0.005	0	0.001	0.001	0	0.014	0.01	0.007	0.02	0.006	0.006	0	0.019	0.043	0.043	0.008	0.014
MMRF_2268_1_BM_CD138pos_pair	0.004	0	0	0	0.148	0.147	0	0	0.145	0.145	0	0	0.149	0.149	0	0	0	0.14	0.157	0	0	0.146	0.154	0	0	0	0	0.316	0	0	0.022	0.022	0	0	0.195	0.195	0.005	0.005	0.011	0.02	0	0	0	0.008	0.008	0.013	0	0	0.021	0.021	0	0	0.009	0.009	0	0	0.012	0.012	0	0	0.011	0.003	0	0	0.001	0.001	0.062	0	0	0	0.002	0.153	0	0	0.018	0.018	0	0	0	0	0	0
MMRF_2269_1_BM_CD138pos_pair	0	0	0	0	0	0	0.001	0.001	0	0	0	0	0.019	0.019	0	0	0	0	0	0	0	0	0	0.001	0	0	0.007	0.005	0.557	0	0.001	0.001	0	0	0.015	0.005	0	0	0	0.002	0.004	0.004	0.004	0.006	0.003	0.003	0.001	0.001	0	0	0.002	0.566	0.004	0.993	0	0	0.998	0.002	0.004	0.004	0.009	0.006	0.002	0	0	0.993	0.01	0.001	0.001	0	0	0.006	0	0	0.008	0.008	0	0	1	0.149	0.002	0
MMRF_2270_1_BM_CD138pos_pair	0	0.717	0.021	0.021	0.006	0.03	0	0	0.014	0.014	0.01	0	0.01	0.018	0.059	1	0.155	0.032	0	0	0.001	0.006	0	0	0	0	0.021	0.033	0	0	0	0	0.007	0.007	0	0	0	0	0.014	0	0.995	0.995	0.995	0	0	0	0	0	0.987	0.975	0	0	0	0.006	0	0	0	0	0	0.009	0.011	0.03	0	0	0.281	0.117	0.985	0	0	0	0.055	0.032	0.021	0.004	0	0	0.014	0.011	0.026	0.02	0	0.029
MMRF_2271_1_BM_CD138pos_pair	0	1	0.011	0	0.006	0.019	0.001	0	0.008	0.006	0	0	0.009	0.01	0	0	0	0.002	0.043	0	0	0	0	0	0	0	0	0	0	0	0.013	0.022	0.009	0.009	0.009	0.01	0	0	0	0	0.001	0.001	0.001	0	0	0	0	0	0	0.029	0	0	0.076	0.076	0	0	0.354	0.007	0	0	0.019	0.019	0.001	0.005	0.002	0.002	1	1	0.998	0.002	0.033	0.991	0	0	0	0	0	0	0.011	0.011	0.273	0.019
MMRF_2272_1_BM_CD138pos_pair	0.371	0.371	0.01	0.01	0.008	0	0.005	0.009	0.007	0.007	0.016	0.018	1	1	0	0.367	0.367	0.006	0.005	0.004	0.01	0.354	0.347	0	0	0	0.011	1	0	0.01	0	0.011	0.01	0.01	1	1	0.01	0	0.006	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0.018	0.018	0.002	0.001	0.001	0	0.009	0	1	0	0	0	0	0	0	0.044	0	0.013
MMRF_2273_1_BM_CD138pos_pair	0	0.003	0	0.001	1	1	0.001	0.001	1	1	0.05	0.052	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0.003	0.003	1	0.005	0.002	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.003	0.004	0	0	0.001	0.003	0	0	0	0	0.034	0.03	0.078	0.012	0.005	0.005	0	0	0.016	0.03	0.01	0.031
MMRF_2279_1_BM_CD138pos_pair	0	0.002	0.007	0.006	0.078	0.078	0.006	0.017	1	1	0.985	0	0.403	0.417	0	1	1	0.852	1	0	0	1	1	0	0.002	0	0.02	1	0	0	0	0	0.008	0.008	1	1	0.003	0	0.108	0	0.019	0.019	0.03	0	0	0	0	0	0	0	0	0	0	0.984	0	0	0.381	0	0	0	0	0.001	0	0	0.004	0	0.037	0	0	0	0.009	0.016	0.022	0.002	0	0	0	0	0	0.017	0	0.056
MMRF_2281_1_BM_CD138pos_pair	0	0.983	0	0.003	0.005	0.006	0.006	0.006	0.026	0.039	0.005	0.005	0.992	0.992	0.001	0.001	0.001	0	0	0	0	0	0	0.005	0.005	0	0.005	0.019	0	0	0	0	0.001	0.001	0.979	0.979	0	0	0	0	0.016	0.015	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0.002	0.003	0.004	0.002	0.002	0	0	0.996	0	0	0	0.01	0.003	0.012	0.007	0	0	0	0	0.01	0.01	0.002	0.021
MMRF_2284_1_BM_CD138pos_pair	0	0.001	0.003	0	0	0	0.007	0.007	1	1	0.008	0	0	0	0.003	0.005	0.005	1	0.94	0	0	1	1	0	0	0	0.009	0.972	0	0	0	0	0	0	1	1	0	0	0.002	0	1	1	1	0.002	0	1	0.002	0.002	0	0	0	0	0	0.996	0.004	0.004	0	0	0	0	0.002	0.01	0	0	0.016	0.016	0.359	0	0	0	0.03	0.01	0.02	0.022	0	0	0	0	0.016	0.016	0	0.061
MMRF_2286_1_BM_CD138pos_pair	0	0.877	0.014	0.012	0.097	0.097	0.007	0	0.008	0.008	0.35	0.261	0.105	0.105	0.003	0	0.921	0.994	1	0.026	0.024	0.008	0	0	0.001	0	0.013	0.907	0.01	0.01	0.011	0.011	0.006	0.006	0.021	0.035	0	0.023	0.004	0	0.002	0.002	0.002	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.348	0	0.012	0.001	0.001	0	0	0	0	0	0	0	0	0	0.02	0	0	0.001
MMRF_2288_1_BM_CD138pos_pair	0	0.003	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0.002	0.079	1	0	0	0	0.001	1	0	0	0.038	0.027	1	1	1	1	0.005	0.005	0	0	0.01	0.01	0.01	1	0.002	0.009	0.01	0.01	0.016	0.016	0	0	0.011	0.011	0	0	0.008	0.008	0	0	0.002	0	0	0	0.007	0.007	0.014	0	0	0	0.011	1	0	0	0	0	0	0	0	0	0.01	1
MMRF_2289_1_BM_CD138pos_pair	0	0.835	0.176	0	0.005	0.006	0	0	1	1	0.001	0.001	0	0	0.002	0.001	0.001	1	1	0	0	0.078	0.077	0.002	0.002	0	0	1	0.005	0.003	0.032	0.014	0	0	1	1	0	0.02	1	0.001	0.849	0.849	0.849	0	0	0.014	0	0	0.019	0.019	0	0	0	0	0.006	0.006	0	0	0	0	0.002	0.003	0	0	0	0	0.078	0.001	0.001	0	0	0	0	0	0.013	0.013	0	0	0	0	0	0
MMRF_2290_1_BM_CD138pos_pair	0.011	1	0.006	0	0.991	0.993	0	0	0.982	0.99	0.632	0.595	0.996	0.996	0	0	0	0.99	0.971	0	0	0.01	0.011	0.019	0	0	0.008	1	0.017	0	1	1	0.586	0.586	1	1	0	0	0	0	0	0	0	0	0	0.002	0	0	0.006	0.05	0	0	0	0	0	0	0.361	0.001	0	0	0.012	0	0	0	0	0.002	1	0	0	0	0	1	0	0	0	0	0	0	0.001	0.001	0.012	0.983
MMRF_2291_1_BM_CD138pos_pair	0	0.003	0	0	0	0	0	0	1	1	0.002	0	0.003	0.003	0	0.008	0.008	1	0.838	0	0.006	1	1	0.005	0	0	0	1	0	0	0	0	0	0.005	1	1	0.004	0	0	0	0.005	0.005	0.005	0.024	1	0.026	0.04	1	0.006	0.006	0	0	0	1	0	0	0.797	0.005	0	0	0.002	0	0	0	0	0.015	0	0.021	0.021	0	0.043	0.015	0.01	0.014	0.001	0	0	0	0	1	0.007	1
MMRF_2292_1_BM_CD138pos_pair	0.001	0.97	0.003	0.005	0.929	0.003	0	0	0	0	0.071	0	0.01	0.005	0.005	0.001	0.001	0.047	0.781	0	0.037	0.003	0	0.007	0.007	0	0.001	0	0	0	0.002	0.002	0	0	0.01	0.005	0	0	0.006	0	0.976	0.976	0	0	0	0	0	0	0.106	0.062	0.002	0.004	0	0.918	0	0	0	0	0	0	0.007	0	0	0	0	0	0.986	0.003	0.003	0.002	0.006	0.024	0.001	0	0	0	0	0	0.012	0.012	0	0.02
MMRF_2293_1_BM_CD138pos_pair	0.006	1	0.034	0.018	0.015	1	0	0.004	1	1	0.018	0.018	1	1	0	0	0	1	1	0.014	1	0	0	0	0	0	0.005	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0.004	0.002	0.001	0.001	0.653	0	0	0	0	0.009	0.011	0	0	0	0	0	0.01	0.01	0	0.067
MMRF_2297_1_BM_CD138pos_pair	0	0.825	0.015	0.015	0.018	0	0.028	0.028	0.023	0.021	0.179	0.179	0.019	0.019	0.018	0	0	0.195	0.175	0.106	0.106	0.016	0	0.011	0.011	0	0.004	0.011	0.002	0.006	0.003	0.009	0	0	1	1	0.008	0.008	0.031	0	0.047	0.047	0.047	0	0	0	0	0.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.843	0.013	0.013	0	0	0.012	0.015	0	0.844	0.843	0	0	0	0	0	0.933
MMRF_2300_1_BM_CD138pos_pair	0	1	0	0	0.002	0.004	0	0	0.002	0.002	0.008	0.008	0.006	0.002	0	0	0	0	0	0	0	0	0	0.001	0.001	0	0.017	0	0	0.002	0.002	0.002	0	0	0.013	0	0	0	0	0	1	0	0.897	0	0	0	0	0	0.004	0.004	0	0	0	0	0	0	0.004	0.004	0.006	0.018	0.005	0.002	0.002	0.005	0	0	0.912	0	0	0.007	0.019	0.006	0	0	0.012	0.012	0	0.014	0.004	0.004	0.034	0.01
MMRF_2301_1_BM_CD138pos_pair	0	0	0.025	0.025	0.017	0.017	0	0	1	1	0.015	0.031	0.018	0.018	0.017	0.006	0.006	1	1	0.007	0.007	1	1	0.013	0.013	0.028	0	0.95	0	0.011	0	0	0.017	0.017	1	0.994	0.003	0	1	0	1	1	1	0	0	0	0	0	0.159	0.159	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	1	0.016	0	1	0.006	0.02	0.006	0	0	0	0	0	0.011	0	0.006
MMRF_2302_1_BM_CD138pos_pair	0	0.986	0.005	0.003	0.999	0.999	0.002	0.012	1	1	0.975	0.026	1	1	0.003	0	0	1	0.999	0.404	0.931	0.999	0.982	0.005	0.005	0.008	0	1	0	0	0.953	1	1	1	1	0.967	0	0	0.008	0	0.041	0.041	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0.44	0	0	0	0	0	0	0	0	0.015	0.023	0	0	0	0	0	0	0.993	0.011	0	0.032
MMRF_2305_1_BM_CD138pos_pair	0	0.405	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0.002	0	0.007	0	0	0.005	0.004	0	0	0	0	0.017	0.006	0.006	0.009	0.023	0.007	0.003	0.054	0.018	0	0.007	0	0	0.003	0.003	0.003	0	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.024	0.023	0	0	0	0	0.004	0	0	0	0	0	0.005	0.005	0.008	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.004	0.093
MMRF_2306_1_BM_CD138pos_pair	0.009	0.009	0.006	0	0.001	0.001	1	1	0	0	0	0	1	1	0	0	0	0.018	0.701	0.005	0.005	0	0.049	0.008	0.006	0	0.008	0.011	0.018	0	0.022	0.022	0.004	0.004	1	1	0.018	0.018	0.001	0.025	0	0	0	0	0	0.002	0	0	0	0	0.003	0.001	0.001	0.001	0	0	0.007	0.018	0	0	0	0	0.002	0	0	0	0.018	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0
MMRF_2307_1_BM_CD138pos_pair	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005	0.005	1	1	1	1	1	1	1	1	0.808	0.799	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	1	1	0.03	0	0	0.032	0.049	0	0	0	0	0	0	0	0	0
MMRF_2308_1_BM_CD138pos_pair	0.001	0.966	0	0	0	0	0.013	0.013	0.002	0.003	0	0	0.003	0.003	0.005	0.005	0.005	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	0	0.007	0.988	0	0	0	0.001	0	0.014	0.011	0.005	0.007	0.001	0.001	0.001	0.985	0	0	0.029	0.026	0.007	0.017	0.018	0.001	0.001	0.016	0.016	0.013	0.018	0.005	0.027
